dia,hora,temperatura,humedad,presión
8,20,4,55,0.9759738998687989
8,21,6,42,0.8385489653980364
8,22,12,41,0.8690242029291383
8,23,5,54,0.9964012251501674
9,0,16,52,0.8660152416092607
9,1,23,45,0.8785186314613244
9,2,28,49,0.8970501200628007
9,3,22,59,0.9644324307416756
9,4,12,53,0.9809187764458942
9,5,14,48,0.8264333592416055
9,6,22,52,0.9732579686711698
9,7,19,53,0.8540251039075122
9,8,7,43,0.9720466198396507
9,9,21,58,0.9712734170338547
9,10,11,53,0.8524349107421412
9,11,24,55,0.8556183361778753
9,12,12,56,0.9090150141124839
9,13,28,55,0.893198605803094
9,14,29,49,0.8283618373246455
9,15,28,59,0.855902360150609
9,16,3,49,0.8499044210094071
9,17,29,47,0.9907509951983285
9,18,15,53,0.8716862404889106
9,19,11,44,0.8922019604622217
9,20,3,51,0.874374124003047
9,21,16,53,0.8710346024484199
9,22,0,43,0.9984812327520803
9,23,11,57,0.8113943981278438
10,0,2,53,0.8901656995198867
10,1,14,41,0.9423711173543272
10,2,21,46,0.8955485641586758
10,3,27,51,0.9368551498566158
10,4,1,60,0.9094989588897802
10,5,28,49,0.8204592268345613
10,6,20,54,0.8244174951395512
10,7,16,45,0.8184567803344878
10,8,14,45,0.935437782981126
10,9,28,48,0.9806249817221551
10,10,4,44,0.9797047622396216
10,11,10,50,0.8449478063229562
10,12,6,53,0.9915939809221278
10,13,19,54,0.9296441370484357
10,14,18,53,0.9232983279414251
10,15,4,40,0.9311349086794642
10,16,2,56,0.9379532689144341
10,17,27,57,0.9191432530729565
10,18,24,47,0.945463114868684
10,19,17,50,0.8921724501826933
10,20,19,53,0.805094892025526
10,21,1,54,0.8218826003344079
10,22,3,49,0.9123421449425385
10,23,24,49,0.8389779052131068
11,0,20,47,0.9428211736176069
11,1,19,53,0.9706739574778629
11,2,15,57,0.8036295187628901
11,3,9,54,0.8460502616788024
11,4,20,57,0.8331293288830057
11,5,9,47,0.8094265004214474
11,6,1,53,0.9317885256005243
11,7,17,40,0.8342504172303463
11,8,7,59,0.8188589246801877
11,9,19,55,0.8713531225814205
11,10,2,43,0.9948687674643858
11,11,10,52,0.8315388546153855
11,12,9,47,0.9266303395085034
11,13,4,43,0.9888000978911609
11,14,24,60,0.8571146190219374
11,15,29,50,0.8645752988841952
11,16,18,46,0.9011742396503665
11,17,22,56,0.8517573511014251
11,18,0,48,0.8903290340924693
11,19,14,60,0.8838682318612302
11,20,22,48,0.9707750845779619
11,21,10,49,0.9901944045822382
11,22,10,51,0.8836113325015512
11,23,7,46,0.9026955092713167
12,0,5,56,0.8051674322685805
12,1,3,60,0.997107588769875
12,2,17,58,0.9969156610531753
12,3,1,49,0.8615403231636651
12,4,12,56,0.9292791830978511
12,5,10,48,0.9611190115697057
12,6,27,53,0.8093842260556174
12,7,12,46,0.98189389094214
12,8,25,46,0.9718453468676368
12,9,16,47,0.819111194460033
12,10,30,46,0.8528743010466696
12,11,7,53,0.9431073694847133
12,12,18,41,0.8829784438784057
12,13,5,41,0.838646060084373
12,14,27,46,0.9818887753263654
12,15,0,41,0.8238167449459786
12,16,1,48,0.8543141380611179
12,17,27,43,0.9455025706833464
12,18,11,57,0.8494316151717896
12,19,16,44,0.9561916675848802
12,20,21,59,0.8916985121997846
12,21,30,51,0.8967507108713989
12,22,1,49,0.9649963713807648
12,23,12,52,0.9459183237750387
13,0,15,42,0.9181876781444059
13,1,22,52,0.9493345110142435
13,2,12,47,0.8338245021224541
13,3,27,50,0.9825747444006944
13,4,28,57,0.8264426316699424
13,5,5,50,0.9144814771604246
13,6,1,46,0.8062230135256999
13,7,16,52,0.9299514497945222
13,8,9,52,0.8698873978361268
13,9,22,57,0.9102514755072105
13,10,29,49,0.9014302556773468
13,11,28,45,0.9500069362908223
13,12,10,58,0.9834704965278487
13,13,22,45,0.8532090612047366
13,14,1,58,0.9852913721345007
13,15,28,44,0.9175466858438361
13,16,26,45,0.9881984847378519
13,17,4,43,0.8206755283891788
13,18,27,44,0.8167521995710009
13,19,3,54,0.9434206986295033
13,20,6,49,0.9507942457817555
13,21,30,57,0.9601388754982599
13,22,10,40,0.8815914036129315
13,23,6,40,0.8931316728174659
14,0,2,48,0.8086480271878583
14,1,2,52,0.8139078777936893
14,2,6,42,0.8114312060198714
14,3,10,50,0.8733914378208285
14,4,24,58,0.9901682849625696
14,5,14,58,0.8261335682992199
14,6,20,49,0.9496422382072479
14,7,22,51,0.8279699956839026
14,8,23,45,0.8707108325605479
14,9,27,56,0.8870217802977617
14,10,20,50,0.8626249883542432
14,11,3,54,0.8916254627674489
14,12,29,56,0.8628258731582148
14,13,30,49,0.8597939378741084
14,14,1,54,0.854344449415898
14,15,29,51,0.9412833268241507
14,16,12,56,0.9005284879283673
14,17,2,40,0.861039558515821
14,18,14,41,0.9058837908065279
14,19,10,45,0.8400944033592167
14,20,24,59,0.9561121926489372
14,21,27,43,0.8566014527115489
14,22,5,60,0.9390332510585342
14,23,25,52,0.8054049978283886
15,0,12,45,0.9388078522599452
15,1,30,52,0.9915496408501372
15,2,19,40,0.8562301669725007
15,3,26,42,0.8982018362070786
15,4,16,52,0.9298856872234702
15,5,24,42,0.8474981404814592
15,6,30,54,0.8575395244138453
15,7,27,57,0.9324343094607073
15,8,29,54,0.9468162877150208
15,9,15,53,0.9464668363435557
15,10,16,53,0.9090231725827698
15,11,21,51,0.9235691409153477
15,12,10,41,0.9207516716634551
15,13,23,55,0.9385261092282169
15,14,5,42,0.8633304361140128
15,15,7,51,0.8489691354107035
15,16,23,56,0.8960974208090707
15,17,12,48,0.9086785999458449
15,18,27,55,0.8045648090989361
15,19,1,59,0.9672397391406529
15,20,13,47,0.9111921252331383
15,21,16,55,0.8709575218244022
15,22,28,59,0.8776361235024135
15,23,12,47,0.897220186934825
16,0,27,46,0.9279583989433973
16,1,30,56,0.9249061039489483
16,2,30,53,0.9336221654278685
16,3,2,55,0.9282294062157603
16,4,25,48,0.8516159888588976
16,5,12,42,0.8533349945883731
16,6,27,56,0.9461958023688493
16,7,30,40,0.8510052435949563
16,8,20,43,0.9649193436614448
16,9,5,54,0.9914353975814464
16,10,16,48,0.8842809384047666
16,11,20,43,0.892682861402969
16,12,19,59,0.9811830229290575
16,13,24,45,0.9414757406826658
16,14,24,48,0.8297413933794028
16,15,23,50,0.9732254080262173
16,16,26,55,0.9609443892293617
16,17,16,47,0.8711018932309617
16,18,30,43,0.8744342318826875
16,19,6,49,0.9356161449280554
16,20,9,42,0.8215347064412765
16,21,5,44,0.9225685529685569
16,22,5,45,0.9375417419940155
16,23,1,47,0.9422307564795691
17,0,9,46,0.8329510397564898
17,1,23,49,0.8973607004564761
17,2,21,42,0.914627432101491
17,3,24,49,0.8613463827405377
17,4,21,56,0.8611248934054475
17,5,12,42,0.8085628229715501
17,6,6,56,0.9240319682072027
17,7,26,40,0.8686511362073078
17,8,15,48,0.8709873221999793
17,9,4,57,0.8349816339238496
17,10,13,45,0.888289302476643
17,11,23,53,0.8982660594844406
17,12,30,54,0.8109811166346081
17,13,16,46,0.9701247834017934
17,14,9,50,0.8157387251285947
17,15,29,49,0.9332077364601246
17,16,2,60,0.9935579734073747
17,17,19,56,0.9943845696795003
17,18,3,43,0.8104208535211253
17,19,28,56,0.8053224862493611
17,20,11,43,0.880743667798539
17,21,7,41,0.9757512648130727
17,22,3,43,0.9776337339379227
17,23,16,43,0.84622578387171
18,0,20,49,0.8647550318466453
18,1,17,40,0.917564222686254
18,2,29,48,0.8675652920382013
18,3,7,60,0.9430329355195005
18,4,30,43,0.9454858380020441
18,5,18,55,0.9916825523015772
18,6,11,58,0.8275586707307544
18,7,9,56,0.9485156025017601
18,8,25,49,0.9910430605638783
18,9,8,52,0.8395386947027316
18,10,28,43,0.8212061115547539
18,11,18,54,0.9079864532719556
18,12,11,57,0.9244360214434402
18,13,15,48,0.8992437037328304
18,14,27,54,0.8028049992591823
18,15,27,42,0.9178650604185699
18,16,20,57,0.9784385454626539
18,17,14,58,0.8112420651107768
18,18,20,55,0.848073626230308
18,19,6,43,0.807214594788365
18,20,1,41,0.9032662359306192
18,21,6,58,0.82036897492342
18,22,23,47,0.9719033966595363
18,23,8,56,0.8482828187474367
19,0,15,52,0.9229057530401755
19,1,28,44,0.9553218416759793
19,2,23,55,0.9078515355806405
19,3,11,45,0.9970767017523458
19,4,1,57,0.9228793980915749
19,5,3,48,0.9373162733176374
19,6,12,40,0.9256435443521334
19,7,2,53,0.9315540378902024
19,8,17,51,0.9610416362637766
19,9,14,42,0.8755978078084545
19,10,11,52,0.8817081102085883
19,11,30,59,0.9936087251939029
19,12,19,40,0.9674188504408336
19,13,0,50,0.8470846224889054
19,14,26,49,0.9283866376245549
19,15,17,43,0.825577521472927
19,16,23,58,0.8476108607590147
19,17,24,42,0.9423173129049236
19,18,26,55,0.9494060205529876
19,19,6,50,0.8546616269163863
19,20,26,49,0.9095883761745005
19,21,17,43,0.9585341116518893
19,22,3,44,0.8619977073881497
19,23,27,50,0.8096134363495623
20,0,29,50,0.8216836683146536
20,1,5,49,0.9534796478430341
20,2,14,51,0.8581092704468476
20,3,19,57,0.9230134829882151
20,4,5,43,0.9425665069724791
20,5,22,44,0.8923861179354535
20,6,24,60,0.9501047775508606
20,7,14,50,0.9060386307393286
20,8,21,57,0.8018871188332863
20,9,3,45,0.8922061014718168
20,10,25,51,0.9223122208300034
20,11,23,46,0.8055418017185592
20,12,26,51,0.9550771497214623
20,13,5,42,0.9983676475000584
20,14,27,40,0.9687821124190699
20,15,25,45,0.9331624942761054
20,16,24,44,0.9692807181679299
20,17,17,40,0.8270012653929079
20,18,13,40,0.9194198146887439
20,19,13,55,0.9660930645540472
20,20,26,41,0.9172235965931671
20,21,8,54,0.8907568612209104
20,22,24,43,0.80173393565615
20,23,2,54,0.8518961966250672
21,0,26,44,0.9469324673281424
21,1,13,56,0.8533071797246473
21,2,29,43,0.9096501668847408
21,3,6,41,0.9834487604265449
21,4,3,47,0.9578007602910307
21,5,25,57,0.9582802634421609
21,6,18,50,0.9318336945676201
21,7,28,40,0.8058431193710125
21,8,0,53,0.8613494542890635
21,9,10,41,0.8867897891848244
21,10,21,46,0.8187843638218114
21,11,11,46,0.8430895021342062
21,12,28,46,0.929209895358829
21,13,5,50,0.809022465996336
21,14,15,40,0.8255093030382551
21,15,5,46,0.8733754131097342
21,16,12,60,0.8026222794404032
21,17,24,48,0.9108239966674474
21,18,10,54,0.805734675784051
21,19,14,44,0.9404260152123523
21,20,20,50,0.8319075083459612
21,21,9,56,0.9039269402602471
21,22,6,60,0.9261343816545223
21,23,14,55,0.977951588566966
22,0,11,60,0.8828978986539046
22,1,21,55,0.9247563340508016
22,2,30,50,0.8697589466229594
22,3,12,42,0.9639765544883524
22,4,9,40,0.9265390576558341
22,5,7,53,0.9655121382301061
22,6,17,47,0.9599470266108849
22,7,11,52,0.8947881651124224
22,8,24,57,0.971439059804265
22,9,2,48,0.9575094442740302
22,10,6,55,0.9532856747808933
22,11,24,57,0.8177690507882429
22,12,17,47,0.9489026355011744
22,13,7,50,0.9046454968553342
22,14,19,52,0.8984845186637482
22,15,18,51,0.9121244637654622
22,16,12,49,0.8656071223907059
22,17,22,42,0.8535067284122224
22,18,4,54,0.975911440908521
22,19,3,43,0.9815359283781915
22,20,27,56,0.9243018124881086
22,21,9,42,0.8663507099433965
22,22,26,60,0.9403633562867286
22,23,7,50,0.879848088318131
23,0,3,43,0.9449002837136357
23,1,15,42,0.9109565803861098
23,2,20,53,0.9660094121211351
23,3,19,60,0.9867049769825729
23,4,16,43,0.8222574805489218
23,5,23,57,0.8044923363366269
23,6,9,52,0.9121426700927199
23,7,10,49,0.9572199148454863
23,8,8,44,0.9265426990008722
23,9,5,44,0.9938583445186634
23,10,25,56,0.8927261436313865
23,11,0,60,0.9514426311007234
23,12,19,54,0.8627485449948884
23,13,13,50,0.8504180476916311
23,14,6,54,0.9764112252286411
23,15,24,46,0.8452321957215618
23,16,20,49,0.9124615208460221
23,17,23,41,0.9100990112585298
23,18,25,57,0.9658727142385126
23,19,10,47,0.8048762516423265
23,20,23,54,0.9652275112680406
23,21,16,59,0.8755593855607161
23,22,0,40,0.9908026384385453
23,23,25,44,0.9459769856953734
24,0,13,50,0.8881153184235456
24,1,19,60,0.9956889524014685
24,2,10,44,0.9866423903651944
24,3,5,57,0.8681932608176574
24,4,24,47,0.8590852899918817
24,5,20,55,0.8035922268210447
24,6,21,48,0.8186712896818595
24,7,15,45,0.961455326926882
24,8,20,44,0.8547247495701963
24,9,10,57,0.9803647583348211
24,10,15,43,0.9668037288227236
24,11,29,58,0.8394118284590116
24,12,22,60,0.9705664759292651
24,13,15,46,0.8867605764454161
24,14,0,42,0.9599243100791726
24,15,19,45,0.8532102991140688
24,16,2,41,0.9129166389596634
24,17,5,57,0.9442684017458197
24,18,17,53,0.8615986220453934
24,19,16,49,0.9361237402530962
24,20,15,51,0.9910882649169198
24,21,3,49,0.8521488402533519
24,22,18,45,0.8860744887547861
24,23,9,44,0.9359587986950522
25,0,10,57,0.992707970530621
25,1,13,58,0.9415396264585416
25,2,12,52,0.8676308247286081
25,3,3,53,0.9070395815129974
25,4,14,58,0.9077274503218762
25,5,18,40,0.981983072518324
25,6,10,60,0.8791786503721118
25,7,7,43,0.9097493455560027
25,8,1,57,0.969952669235304
25,9,29,50,0.9450290737262703
25,10,16,54,0.8591970274868925
25,11,9,48,0.9272875137379739
25,12,8,60,0.9413431716720211
25,13,10,58,0.8849258100073237
25,14,11,40,0.8905400449149841
25,15,7,55,0.8614573902512752
25,16,16,46,0.9167774124349325
25,17,3,44,0.9431955084095487
25,18,19,56,0.8487070970468227
25,19,7,50,0.9126322872265004
25,20,4,59,0.8988604954685137
25,21,14,44,0.8875803548882623
25,22,21,47,0.9099942777477422
25,23,24,52,0.8661966416551771
26,0,28,58,0.9014634836495439
26,1,22,59,0.970938104165342
26,2,20,50,0.9620532001113336
26,3,9,60,0.9288612437146838
26,4,5,41,0.8175696726474628
26,5,24,47,0.9837269284113642
26,6,30,52,0.8911838241711214
26,7,25,52,0.9507523929828776
26,8,9,49,0.9294470062769273
26,9,27,53,0.8461559994310328
26,10,10,57,0.9056727812823632
26,11,15,45,0.8986196620627886
26,12,11,58,0.8690999194602198
26,13,30,60,0.9760720279254524
26,14,14,49,0.9730608392851668
26,15,29,54,0.9419709156341675
26,16,22,40,0.9730002366592345
26,17,3,46,0.9514183146668452
26,18,24,56,0.8420587221795451
26,19,2,43,0.8672576999676274
26,20,3,60,0.850686971537387
26,21,9,59,0.8075406764533037
26,22,23,40,0.8735060333156168
26,23,2,43,0.9607383146869442
27,0,6,55,0.8569651007295874
27,1,8,59,0.9067649050435775
27,2,6,54,0.8273112571594878
27,3,26,52,0.9170309651390646
27,4,11,40,0.9370170548151102
27,5,11,59,0.8690150950950498
27,6,18,60,0.9789486323797668
27,7,24,51,0.8189655791387361
27,8,22,50,0.8854519949959926
27,9,15,60,0.8133703654260245
27,10,8,46,0.8837479631113344
27,11,7,56,0.8003408516531735
27,12,1,45,0.9175458004709875
27,13,14,59,0.9839283674420617
27,14,15,56,0.8451867189535772
27,15,11,60,0.9913907592661019
27,16,29,40,0.8870426892268597
27,17,5,56,0.9451189583688593
27,18,0,44,0.8205178674945115
27,19,8,52,0.8575100249882988
27,20,6,48,0.979963025357176
27,21,1,47,0.9967257543906118
27,22,23,54,0.9029645940534468
27,23,4,41,0.9230505981060728
28,0,14,48,0.9931320482277117
28,1,5,41,0.931252237287661
28,2,19,52,0.8493967763298793
28,3,12,58,0.8572890835040485
28,4,9,43,0.8604670411908864
28,5,6,58,0.9937424677385611
28,6,8,57,0.8399317760429318
28,7,26,47,0.8883506308679033
28,8,29,58,0.9307995459087166
28,9,9,46,0.9556285117275218
28,10,4,49,0.8423364576890939
28,11,12,56,0.8223538295864554
28,12,25,42,0.8011509942907387
28,13,17,58,0.8288264108795876
28,14,1,58,0.8811486734142847
28,15,6,45,0.9890834607784751
28,16,0,45,0.9384224845958122
28,17,17,46,0.8019121250065454
28,18,27,57,0.9817937382573606
28,19,8,53,0.8998656827050144
28,20,8,41,0.9963979542551227
28,21,21,55,0.9792439175216794
28,22,22,50,0.9687992581997933
28,23,20,47,0.9024444669592899
29,0,29,48,0.8190059295333424
29,1,26,41,0.9358147864401666
29,2,3,56,0.9476062674687503
29,3,26,57,0.8207616257552319
29,4,2,47,0.9596020347817236
29,5,22,47,0.800259119680532
29,6,2,43,0.9196027833781371
29,7,22,47,0.9169711179126568
29,8,10,53,0.9774511478559859
29,9,2,49,0.9055546653329353
29,10,17,41,0.8693827190749732
29,11,5,54,0.805194123798327
29,12,28,45,0.8575098532596255
29,13,18,42,0.9017066998904958
29,14,28,40,0.9679117985541572
29,15,3,43,0.9702462625704533
29,16,26,57,0.9234591429742374
29,17,11,40,0.9760723214463694
29,18,3,52,0.8354298905157961
29,19,24,59,0.8595523329461947
29,20,23,49,0.9557577535805424
29,21,4,56,0.9308146205075084
29,22,0,57,0.804083214237002
29,23,3,47,0.8901036790762229
30,0,7,53,0.8487407563129881
30,1,11,41,0.8506892896917201
30,2,26,48,0.8088294006547737
30,3,6,50,0.9207901690319129
30,4,28,47,0.9982816819192131
30,5,10,45,0.8140924321586157
30,6,5,55,0.8678411794725516
30,7,4,44,0.8604333829316999
30,8,3,57,0.8005680345920967
30,9,30,49,0.9996102831503115
30,10,6,46,0.9738229775535934
30,11,20,47,0.8590876933636372
30,12,7,60,0.8000792216426769
30,13,23,49,0.8547130700367712
30,14,12,60,0.8265909136169824
30,15,29,50,0.954915255020166
30,16,28,53,0.8479117307173496
30,17,22,48,0.9401409552704989
30,18,23,56,0.9037987642141535
30,19,11,55,0.9967496695922278
30,20,15,49,0.9405267920585788
30,21,6,56,0.8772000201837202
30,22,4,58,0.9887672709129154
30,23,26,51,0.8138552783148653
